"year";"month";"FISHING_COEFFICIENT";"fleet_segment"
"";"seed";1;"ITA_TM_VL_1218"
"2008";"Jan";0.695652173913043;"ITA_TM_VL_1218"
"2008";"Feb";0.695652173913043;"ITA_TM_VL_1218"
"2008";"Mar";1.21739130434783;"ITA_TM_VL_1218"
"2008";"Apr";1.91304347826087;"ITA_TM_VL_1218"
"2008";"May";1.73913043478261;"ITA_TM_VL_1218"
"2008";"Jun";1.04347826086957;"ITA_TM_VL_1218"
"2008";"Jul";1.91304347826087;"ITA_TM_VL_1218"
"2008";"Aug";0;"ITA_TM_VL_1218"
"2008";"Sep";0.695652173913043;"ITA_TM_VL_1218"
"2008";"Oct";0.869565217391304;"ITA_TM_VL_1218"
"2008";"Nov";0.695652173913043;"ITA_TM_VL_1218"
"2008";"Dec";0.521739130434783;"ITA_TM_VL_1218"
"2009";"Jan";0.987760591795562;"ITA_TM_VL_1218"
"2009";"Feb";1.18531271015467;"ITA_TM_VL_1218"
"2009";"Mar";1.31701412239408;"ITA_TM_VL_1218"
"2009";"Apr";0.890921318090114;"ITA_TM_VL_1218"
"2009";"May";1.06910558170814;"ITA_TM_VL_1218"
"2009";"Jun";1.18789509078682;"ITA_TM_VL_1218"
"2009";"Jul";1.06910558170814;"ITA_TM_VL_1218"
"2009";"Aug";0.0692400806993948;"ITA_TM_VL_1218"
"2009";"Sep";1.03860121049092;"ITA_TM_VL_1218"
"2009";"Oct";1.10784129119032;"ITA_TM_VL_1218"
"2009";"Nov";1.24632145258911;"ITA_TM_VL_1218"
"2009";"Dec";0.830880968392737;"ITA_TM_VL_1218"
"2010";"Jan";1.22673113451908;"ITA_TM_VL_1218"
"2010";"Feb";0.920048350889311;"ITA_TM_VL_1218"
"2010";"Mar";1.22673113451908;"ITA_TM_VL_1218"
"2010";"Apr";1.30340183042652;"ITA_TM_VL_1218"
"2010";"May";1.1024002762908;"ITA_TM_VL_1218"
"2010";"Jun";1.1024002762908;"ITA_TM_VL_1218"
"2010";"Jul";1.18114315316871;"ITA_TM_VL_1218"
"2010";"Aug";0;"ITA_TM_VL_1218"
"2010";"Sep";0.866171645657054;"ITA_TM_VL_1218"
"2010";"Oct";1.02365739941288;"ITA_TM_VL_1218"
"2010";"Nov";1.02365739941288;"ITA_TM_VL_1218"
"2010";"Dec";1.02365739941288;"ITA_TM_VL_1218"
"2011";"Jan";1.49657377798081;"ITA_TM_VL_1218"
"2011";"Feb";0.997715851987209;"ITA_TM_VL_1218"
"2011";"Mar";1.09748743718593;"ITA_TM_VL_1218"
"2011";"Apr";1.34335312928278;"ITA_TM_VL_1218"
"2011";"May";1.34335312928278;"ITA_TM_VL_1218"
"2011";"Jun";1.32553677478301;"ITA_TM_VL_1218"
"2011";"Jul";0.962083142987666;"ITA_TM_VL_1218"
"2011";"Aug";0;"ITA_TM_VL_1218"
"2011";"Sep";0;"ITA_TM_VL_1218"
"2011";"Oct";1.04924623115578;"ITA_TM_VL_1218"
"2011";"Nov";1.2400182731841;"ITA_TM_VL_1218"
"2011";"Dec";1.14463225216994;"ITA_TM_VL_1218"
"2012";"Jan";1.09090909090909;"ITA_TM_VL_1218"
"2012";"Feb";0.654545454545455;"ITA_TM_VL_1218"
"2012";"Mar";1.30909090909091;"ITA_TM_VL_1218"
"2012";"Apr";1.41818181818182;"ITA_TM_VL_1218"
"2012";"May";1.63636363636364;"ITA_TM_VL_1218"
"2012";"Jun";1.09090909090909;"ITA_TM_VL_1218"
"2012";"Jul";0.545454545454546;"ITA_TM_VL_1218"
"2012";"Aug";0.218181818181818;"ITA_TM_VL_1218"
"2012";"Sep";1.09090909090909;"ITA_TM_VL_1218"
"2012";"Oct";0.981818181818182;"ITA_TM_VL_1218"
"2012";"Nov";0.872727272727273;"ITA_TM_VL_1218"
"2012";"Dec";1.09090909090909;"ITA_TM_VL_1218"
"2013";"Jan";1.27868852459016;"ITA_TM_VL_1218"
"2013";"Feb";0.885245901639344;"ITA_TM_VL_1218"
"2013";"Mar";0.885245901639344;"ITA_TM_VL_1218"
"2013";"Apr";1.18032786885246;"ITA_TM_VL_1218"
"2013";"May";1.27868852459016;"ITA_TM_VL_1218"
"2013";"Jun";1.27868852459016;"ITA_TM_VL_1218"
"2013";"Jul";0.885245901639344;"ITA_TM_VL_1218"
"2013";"Aug";0;"ITA_TM_VL_1218"
"2013";"Sep";0.983606557377049;"ITA_TM_VL_1218"
"2013";"Oct";1.08196721311475;"ITA_TM_VL_1218"
"2013";"Nov";1.08196721311475;"ITA_TM_VL_1218"
"2013";"Dec";1.18032786885246;"ITA_TM_VL_1218"
"2014";"Jan";1.27868852459016;"ITA_TM_VL_1218"
"2014";"Feb";0.885245901639344;"ITA_TM_VL_1218"
"2014";"Mar";0.885245901639344;"ITA_TM_VL_1218"
"2014";"Apr";1.18032786885246;"ITA_TM_VL_1218"
"2014";"May";1.27868852459016;"ITA_TM_VL_1218"
"2014";"Jun";1.27868852459016;"ITA_TM_VL_1218"
"2014";"Jul";0.885245901639344;"ITA_TM_VL_1218"
"2014";"Aug";0;"ITA_TM_VL_1218"
"2014";"Sep";0.983606557377049;"ITA_TM_VL_1218"
"2014";"Oct";1.08196721311475;"ITA_TM_VL_1218"
"2014";"Nov";1.08196721311475;"ITA_TM_VL_1218"
"2014";"Dec";1.18032786885246;"ITA_TM_VL_1218"
"";"seed";1;"ITA_TM_VL_1824"
"2008";"Jan";1.53846153846154;"ITA_TM_VL_1824"
"2008";"Feb";1.12820512820513;"ITA_TM_VL_1824"
"2008";"Mar";1.02564102564103;"ITA_TM_VL_1824"
"2008";"Apr";1.33333333333333;"ITA_TM_VL_1824"
"2008";"May";1.23076923076923;"ITA_TM_VL_1824"
"2008";"Jun";0.615384615384615;"ITA_TM_VL_1824"
"2008";"Jul";1.53846153846154;"ITA_TM_VL_1824"
"2008";"Aug";0;"ITA_TM_VL_1824"
"2008";"Sep";0.82051282051282;"ITA_TM_VL_1824"
"2008";"Oct";1.02564102564103;"ITA_TM_VL_1824"
"2008";"Nov";0.923076923076923;"ITA_TM_VL_1824"
"2008";"Dec";0.82051282051282;"ITA_TM_VL_1824"
"2009";"Jan";1.11512047780934;"ITA_TM_VL_1824"
"2009";"Feb";0.876166089707336;"ITA_TM_VL_1824"
"2009";"Mar";1.19477194051;"ITA_TM_VL_1824"
"2009";"Apr";1.06649430395088;"ITA_TM_VL_1824"
"2009";"May";1.31260837409339;"ITA_TM_VL_1824"
"2009";"Jun";1.5587224442359;"ITA_TM_VL_1824"
"2009";"Jul";1.64076046761673;"ITA_TM_VL_1824"
"2009";"Aug";0;"ITA_TM_VL_1824"
"2009";"Sep";0.82604831542377;"ITA_TM_VL_1824"
"2009";"Oct";0.82604831542377;"ITA_TM_VL_1824"
"2009";"Nov";1.03256039427971;"ITA_TM_VL_1824"
"2009";"Dec";0.55069887694918;"ITA_TM_VL_1824"
"2010";"Jan";1.26493323963457;"ITA_TM_VL_1824"
"2010";"Feb";1.05411103302881;"ITA_TM_VL_1824"
"2010";"Mar";1.1243851018974;"ITA_TM_VL_1824"
"2010";"Apr";0.913562895291637;"ITA_TM_VL_1824"
"2010";"May";1.30428671820098;"ITA_TM_VL_1824"
"2010";"Jun";1.01194659170766;"ITA_TM_VL_1824"
"2010";"Jul";1.01194659170766;"ITA_TM_VL_1824"
"2010";"Aug";0;"ITA_TM_VL_1824"
"2010";"Sep";1.22276879831342;"ITA_TM_VL_1824"
"2010";"Oct";0.983836964160225;"ITA_TM_VL_1824"
"2010";"Nov";1.19465917076599;"ITA_TM_VL_1824"
"2010";"Dec";0.913562895291637;"ITA_TM_VL_1824"
"2011";"Jan";1.36066325042703;"ITA_TM_VL_1824"
"2011";"Feb";1.08853060034162;"ITA_TM_VL_1824"
"2011";"Mar";1.17924148370343;"ITA_TM_VL_1824"
"2011";"Apr";1.08853060034162;"ITA_TM_VL_1824"
"2011";"May";1.17924148370343;"ITA_TM_VL_1824"
"2011";"Jun";1.41848935549723;"ITA_TM_VL_1824"
"2011";"Jul";1.45520698801539;"ITA_TM_VL_1824"
"2011";"Aug";0;"ITA_TM_VL_1824"
"2011";"Sep";0;"ITA_TM_VL_1824"
"2011";"Oct";1.07669874599008;"ITA_TM_VL_1824"
"2011";"Nov";1.15952172645086;"ITA_TM_VL_1824"
"2011";"Dec";0.993875765529309;"ITA_TM_VL_1824"
"2012";"Jan";1.05263157894737;"ITA_TM_VL_1824"
"2012";"Feb";0.912280701754386;"ITA_TM_VL_1824"
"2012";"Mar";1.40350877192982;"ITA_TM_VL_1824"
"2012";"Apr";1.40350877192982;"ITA_TM_VL_1824"
"2012";"May";1.47368421052632;"ITA_TM_VL_1824"
"2012";"Jun";1.33333333333333;"ITA_TM_VL_1824"
"2012";"Jul";0.56140350877193;"ITA_TM_VL_1824"
"2012";"Aug";0.0701754385964912;"ITA_TM_VL_1824"
"2012";"Sep";0.771929824561403;"ITA_TM_VL_1824"
"2012";"Oct";0.912280701754386;"ITA_TM_VL_1824"
"2012";"Nov";1.05263157894737;"ITA_TM_VL_1824"
"2012";"Dec";1.05263157894737;"ITA_TM_VL_1824"
"2013";"Jan";1.53191489361702;"ITA_TM_VL_1824"
"2013";"Feb";1.27659574468085;"ITA_TM_VL_1824"
"2013";"Mar";1.19148936170213;"ITA_TM_VL_1824"
"2013";"Apr";1.27659574468085;"ITA_TM_VL_1824"
"2013";"May";1.27659574468085;"ITA_TM_VL_1824"
"2013";"Jun";1.27659574468085;"ITA_TM_VL_1824"
"2013";"Jul";0.936170212765957;"ITA_TM_VL_1824"
"2013";"Aug";0;"ITA_TM_VL_1824"
"2013";"Sep";1.1063829787234;"ITA_TM_VL_1824"
"2013";"Oct";0.851063829787234;"ITA_TM_VL_1824"
"2013";"Nov";0.680851063829787;"ITA_TM_VL_1824"
"2013";"Dec";0.595744680851064;"ITA_TM_VL_1824"
"2014";"Jan";1.53191489361702;"ITA_TM_VL_1824"
"2014";"Feb";1.27659574468085;"ITA_TM_VL_1824"
"2014";"Mar";1.19148936170213;"ITA_TM_VL_1824"
"2014";"Apr";1.27659574468085;"ITA_TM_VL_1824"
"2014";"May";1.27659574468085;"ITA_TM_VL_1824"
"2014";"Jun";1.27659574468085;"ITA_TM_VL_1824"
"2014";"Jul";0.936170212765957;"ITA_TM_VL_1824"
"2014";"Aug";0;"ITA_TM_VL_1824"
"2014";"Sep";1.1063829787234;"ITA_TM_VL_1824"
"2014";"Oct";0.851063829787234;"ITA_TM_VL_1824"
"2014";"Nov";0.680851063829787;"ITA_TM_VL_1824"
"2014";"Dec";0.595744680851064;"ITA_TM_VL_1824"
"";"seed";1;"ITA_TM_VL_2440"
"2008";"Jan";1.43396226415094;"ITA_TM_VL_2440"
"2008";"Feb";1.28301886792453;"ITA_TM_VL_2440"
"2008";"Mar";0.981132075471698;"ITA_TM_VL_2440"
"2008";"Apr";1.28301886792453;"ITA_TM_VL_2440"
"2008";"May";0.981132075471698;"ITA_TM_VL_2440"
"2008";"Jun";0.60377358490566;"ITA_TM_VL_2440"
"2008";"Jul";1.35849056603774;"ITA_TM_VL_2440"
"2008";"Aug";0;"ITA_TM_VL_2440"
"2008";"Sep";0.981132075471698;"ITA_TM_VL_2440"
"2008";"Oct";1.28301886792453;"ITA_TM_VL_2440"
"2008";"Nov";0.981132075471698;"ITA_TM_VL_2440"
"2008";"Dec";0.830188679245283;"ITA_TM_VL_2440"
"2009";"Jan";1.08072048032021;"ITA_TM_VL_2440"
"2009";"Feb";1.00867244829887;"ITA_TM_VL_2440"
"2009";"Mar";1.29686457638426;"ITA_TM_VL_2440"
"2009";"Apr";1.08072048032021;"ITA_TM_VL_2440"
"2009";"May";1.22481654436291;"ITA_TM_VL_2440"
"2009";"Jun";1.15276851234156;"ITA_TM_VL_2440"
"2009";"Jul";1.3689126084056;"ITA_TM_VL_2440"
"2009";"Aug";0.0688458972648432;"ITA_TM_VL_2440"
"2009";"Sep";0.963842561707805;"ITA_TM_VL_2440"
"2009";"Oct";0.894996664442962;"ITA_TM_VL_2440"
"2009";"Nov";1.03268845897265;"ITA_TM_VL_2440"
"2009";"Dec";0.826150767178119;"ITA_TM_VL_2440"
"2010";"Jan";1.13693560325685;"ITA_TM_VL_2440"
"2010";"Feb";0.923760177646188;"ITA_TM_VL_2440"
"2010";"Mar";1.13693560325685;"ITA_TM_VL_2440"
"2010";"Apr";0.852701702442635;"ITA_TM_VL_2440"
"2010";"May";1.10851221317543;"ITA_TM_VL_2440"
"2010";"Jun";1.17779422649889;"ITA_TM_VL_2440"
"2010";"Jul";1.38564026646928;"ITA_TM_VL_2440"
"2010";"Aug";0;"ITA_TM_VL_2440"
"2010";"Sep";1.06943005181347;"ITA_TM_VL_2440"
"2010";"Oct";0.916654330125833;"ITA_TM_VL_2440"
"2010";"Nov";1.22220577350111;"ITA_TM_VL_2440"
"2010";"Dec";1.06943005181347;"ITA_TM_VL_2440"
"2011";"Jan";1.15122678691901;"ITA_TM_VL_2440"
"2011";"Feb";1.06267088023293;"ITA_TM_VL_2440"
"2011";"Mar";0.885559066860775;"ITA_TM_VL_2440"
"2011";"Apr";1.34751269396016;"ITA_TM_VL_2440"
"2011";"May";0.89834179597344;"ITA_TM_VL_2440"
"2011";"Jun";1.49366189681497;"ITA_TM_VL_2440"
"2011";"Jul";1.59215992614423;"ITA_TM_VL_2440"
"2011";"Aug";0;"ITA_TM_VL_2440"
"2011";"Sep";0;"ITA_TM_VL_2440"
"2011";"Oct";1.08617689876789;"ITA_TM_VL_2440"
"2011";"Nov";1.2413450271633;"ITA_TM_VL_2440"
"2011";"Dec";1.2413450271633;"ITA_TM_VL_2440"
"2012";"Jan";0.95364238410596;"ITA_TM_VL_2440"
"2012";"Feb";0.874172185430464;"ITA_TM_VL_2440"
"2012";"Mar";1.03311258278146;"ITA_TM_VL_2440"
"2012";"Apr";1.35099337748344;"ITA_TM_VL_2440"
"2012";"May";1.35099337748344;"ITA_TM_VL_2440"
"2012";"Jun";1.27152317880795;"ITA_TM_VL_2440"
"2012";"Jul";1.11258278145695;"ITA_TM_VL_2440"
"2012";"Aug";0.158940397350993;"ITA_TM_VL_2440"
"2012";"Sep";0.635761589403974;"ITA_TM_VL_2440"
"2012";"Oct";1.19205298013245;"ITA_TM_VL_2440"
"2012";"Nov";1.03311258278146;"ITA_TM_VL_2440"
"2012";"Dec";1.03311258278146;"ITA_TM_VL_2440"
"2013";"Jan";1.23636363636364;"ITA_TM_VL_2440"
"2013";"Feb";1.01818181818182;"ITA_TM_VL_2440"
"2013";"Mar";1.09090909090909;"ITA_TM_VL_2440"
"2013";"Apr";1.09090909090909;"ITA_TM_VL_2440"
"2013";"May";1.23636363636364;"ITA_TM_VL_2440"
"2013";"Jun";1.16363636363636;"ITA_TM_VL_2440"
"2013";"Jul";1.09090909090909;"ITA_TM_VL_2440"
"2013";"Aug";0;"ITA_TM_VL_2440"
"2013";"Sep";0.727272727272727;"ITA_TM_VL_2440"
"2013";"Oct";1.16363636363636;"ITA_TM_VL_2440"
"2013";"Nov";1.09090909090909;"ITA_TM_VL_2440"
"2013";"Dec";1.09090909090909;"ITA_TM_VL_2440"
"2014";"Jan";1.23636363636364;"ITA_TM_VL_2440"
"2014";"Feb";1.01818181818182;"ITA_TM_VL_2440"
"2014";"Mar";1.09090909090909;"ITA_TM_VL_2440"
"2014";"Apr";1.09090909090909;"ITA_TM_VL_2440"
"2014";"May";1.23636363636364;"ITA_TM_VL_2440"
"2014";"Jun";1.16363636363636;"ITA_TM_VL_2440"
"2014";"Jul";1.09090909090909;"ITA_TM_VL_2440"
"2014";"Aug";0;"ITA_TM_VL_2440"
"2014";"Sep";0.727272727272727;"ITA_TM_VL_2440"
"2014";"Oct";1.16363636363636;"ITA_TM_VL_2440"
"2014";"Nov";1.09090909090909;"ITA_TM_VL_2440"
"2014";"Dec";1.09090909090909;"ITA_TM_VL_2440"
"";"seed";1;"ITA_PS_VL_2440"
"2008";"Jan";0.681818181818182;"ITA_PS_VL_2440"
"2008";"Feb";0.545454545454545;"ITA_PS_VL_2440"
"2008";"Mar";0.409090909090909;"ITA_PS_VL_2440"
"2008";"Apr";0.818181818181818;"ITA_PS_VL_2440"
"2008";"May";1.5;"ITA_PS_VL_2440"
"2008";"Jun";1.36363636363636;"ITA_PS_VL_2440"
"2008";"Jul";1.90909090909091;"ITA_PS_VL_2440"
"2008";"Aug";1.09090909090909;"ITA_PS_VL_2440"
"2008";"Sep";1.5;"ITA_PS_VL_2440"
"2008";"Oct";1.63636363636364;"ITA_PS_VL_2440"
"2008";"Nov";0.272727272727273;"ITA_PS_VL_2440"
"2008";"Dec";0.272727272727273;"ITA_PS_VL_2440"
"2009";"Jan";0.235840480613415;"ITA_PS_VL_2440"
"2009";"Feb";0.471680961226829;"ITA_PS_VL_2440"
"2009";"Mar";0.707521441840244;"ITA_PS_VL_2440"
"2009";"Apr";0.80392079364452;"ITA_PS_VL_2440"
"2009";"May";1.07189439152603;"ITA_PS_VL_2440"
"2009";"Jun";1.47385478834829;"ITA_PS_VL_2440"
"2009";"Jul";1.87581518517055;"ITA_PS_VL_2440"
"2009";"Aug";1.60784158728904;"ITA_PS_VL_2440"
"2009";"Sep";1.74182838622979;"ITA_PS_VL_2440"
"2009";"Oct";1.20588119046678;"ITA_PS_VL_2440"
"2009";"Nov";0.535947195763013;"ITA_PS_VL_2440"
"2009";"Dec";0.267973597881507;"ITA_PS_VL_2440"
"2010";"Jan";0.659340659340659;"ITA_PS_VL_2440"
"2010";"Feb";0.659340659340659;"ITA_PS_VL_2440"
"2010";"Mar";0.791208791208791;"ITA_PS_VL_2440"
"2010";"Apr";0.659340659340659;"ITA_PS_VL_2440"
"2010";"May";0.263736263736264;"ITA_PS_VL_2440"
"2010";"Jun";1.45054945054945;"ITA_PS_VL_2440"
"2010";"Jul";1.84615384615385;"ITA_PS_VL_2440"
